timestamp,payment_latency_ms
2026-01-01T01:13:00,204.985
2026-01-01T01:14:00,203.562
2026-01-01T01:15:00,205.748
2026-01-01T01:16:00,201.270
2026-01-01T01:17:00,203.605
2026-01-01T01:18:00,205.463
2026-01-01T01:19:00,201.712
2026-01-01T01:20:00,204.763
2026-01-01T01:21:00,200.274
2026-01-01T01:22:00,201.453
2026-01-01T01:23:00,201.361
2026-01-01T01:24:00,198.086
2026-01-01T01:25:00,204.797
2026-01-01T01:26:00,200.950
2026-01-01T01:27:00,202.855
2026-01-01T01:28:00,204.704
2026-01-01T01:29:00,204.541
2026-01-01T01:30:00,205.389
2026-01-01T01:31:00,202.306
2026-01-01T01:32:00,200.977
2026-01-01T01:33:00,202.320
2026-01-01T01:34:00,195.857
2026-01-01T01:35:00,196.784
2026-01-01T01:36:00,197.247
2026-01-01T01:37:00,198.513
2026-01-01T01:38:00,204.063
2026-01-01T01:39:00,198.804
2026-01-01T01:40:00,200.873
2026-01-01T01:41:00,207.542
2026-01-01T01:42:00,200.877
2026-01-01T01:43:00,205.209
2026-01-01T01:44:00,198.480
2026-01-01T01:45:00,201.348
2026-01-01T01:46:00,198.323
2026-01-01T01:47:00,200.719
2026-01-01T01:48:00,205.388
2026-01-01T01:49:00,195.067
2026-01-01T01:50:00,203.664
2026-01-01T01:51:00,202.825
2026-01-01T01:52:00,199.445
2026-01-01T01:53:00,195.984
2026-01-01T01:54:00,202.003
2026-01-01T01:55:00,199.541
2026-01-01T01:56:00,202.534
2026-01-01T01:57:00,201.634
2026-01-01T01:58:00,207.896
2026-01-01T01:59:00,200.473
2026-01-01T02:00:00,197.278
2026-01-01T02:01:00,202.029
2026-01-01T02:02:00,202.132
2026-01-01T02:03:00,206.628
2026-01-01T02:04:00,204.470
2026-01-01T02:05:00,202.495
2026-01-01T02:06:00,206.858
2026-01-01T02:07:00,196.187
2026-01-01T02:08:00,198.319
2026-01-01T02:09:00,197.108
2026-01-01T02:10:00,199.191
2026-01-01T02:11:00,195.179
2026-01-01T02:12:00,203.161
2026-01-01T02:13:00,199.666
2026-01-01T02:14:00,194.606
2026-01-01T02:15:00,196.361
2026-01-01T02:16:00,201.611
2026-01-01T02:17:00,203.643
2026-01-01T02:18:00,208.211
2026-01-01T02:19:00,211.813
2026-01-01T02:20:00,201.749
2026-01-01T02:21:00,196.067
2026-01-01T02:22:00,191.430
2026-01-01T02:23:00,200.962
2026-01-01T02:24:00,196.573
2026-01-01T02:25:00,198.097
2026-01-01T02:26:00,197.244
2026-01-01T02:27:00,199.063
2026-01-01T02:28:00,203.824
2026-01-01T02:29:00,200.122
2026-01-01T02:30:00,198.794
2026-01-01T02:31:00,195.220
2026-01-01T02:32:00,192.599
2026-01-01T02:33:00,197.288
2026-01-01T02:34:00,198.954
2026-01-01T02:35:00,206.177
2026-01-01T02:36:00,199.563
2026-01-01T02:37:00,202.910
2026-01-01T02:38:00,196.919
2026-01-01T02:39:00,194.115
2026-01-01T02:40:00,949.704
2026-01-01T02:41:00,195.832
2026-01-01T02:42:00,207.186
2026-01-01T02:43:00,195.327
2026-01-01T02:44:00,201.908
2026-01-01T02:45:00,194.884
2026-01-01T02:46:00,202.165
2026-01-01T02:47:00,199.922
2026-01-01T02:48:00,197.700
2026-01-01T02:49:00,198.109
2026-01-01T02:50:00,195.598
2026-01-01T02:51:00,199.949
2026-01-01T02:52:00,196.292
2026-01-01T02:53:00,193.158
2026-01-01T02:54:00,192.899
2026-01-01T02:55:00,198.651
2026-01-01T02:56:00,204.229
2026-01-01T02:57:00,198.505
2026-01-01T02:58:00,197.344
2026-01-01T02:59:00,198.917
2026-01-01T03:00:00,202.954
2026-01-01T03:01:00,198.564
2026-01-01T03:02:00,196.001
2026-01-01T03:03:00,202.029
2026-01-01T03:04:00,199.280
2026-01-01T03:05:00,203.669
2026-01-01T03:06:00,198.222
2026-01-01T03:07:00,192.555
2026-01-01T03:08:00,191.946
2026-01-01T03:09:00,203.989
2026-01-01T03:10:00,204.248
2026-01-01T03:11:00,196.604
2026-01-01T03:12:00,195.760
2026-01-01T03:13:00,203.111
2026-01-01T03:14:00,192.810
2026-01-01T03:15:00,193.634
2026-01-01T03:16:00,199.762
2026-01-01T03:17:00,195.588
2026-01-01T03:18:00,197.125
2026-01-01T03:19:00,196.472
2026-01-01T03:20:00,198.457
2026-01-01T03:21:00,202.720
2026-01-01T03:22:00,197.437
2026-01-01T03:23:00,199.636
2026-01-01T03:24:00,188.847
2026-01-01T03:25:00,992.682
2026-01-01T03:26:00,193.654
2026-01-01T03:27:00,192.144
2026-01-01T03:28:00,193.500
2026-01-01T03:29:00,195.670
2026-01-01T03:30:00,200.667
2026-01-01T03:31:00,191.695
2026-01-01T03:32:00,197.123
2026-01-01T03:33:00,195.064
2026-01-01T03:34:00,195.692
2026-01-01T03:35:00,201.017
2026-01-01T03:36:00,199.164
2026-01-01T03:37:00,202.368
2026-01-01T03:38:00,196.408
2026-01-01T03:39:00,194.252
2026-01-01T03:40:00,196.151
2026-01-01T03:41:00,198.029
2026-01-01T03:42:00,197.779
2026-01-01T03:43:00,192.751
2026-01-01T03:44:00,197.467
2026-01-01T03:45:00,198.036
2026-01-01T03:46:00,207.213
2026-01-01T03:47:00,204.671
2026-01-01T03:48:00,193.773
2026-01-01T03:49:00,196.061
2026-01-01T03:50:00,191.382
2026-01-01T03:51:00,194.899
2026-01-01T03:52:00,198.552
2026-01-01T03:53:00,202.142
2026-01-01T03:54:00,194.433
2026-01-01T03:55:00,194.765
2026-01-01T03:56:00,188.826
2026-01-01T03:57:00,196.798
2026-01-01T03:58:00,193.235
2026-01-01T03:59:00,195.404
2026-01-01T04:00:00,194.053
2026-01-01T04:01:00,197.222
2026-01-01T04:02:00,190.609
2026-01-01T04:03:00,191.814
2026-01-01T04:04:00,206.242
2026-01-01T04:05:00,192.619
2026-01-01T04:06:00,193.427
2026-01-01T04:07:00,205.208
2026-01-01T04:08:00,209.527
2026-01-01T04:09:00,193.269
2026-01-01T04:10:00,196.532
2026-01-01T04:11:00,199.421
2026-01-01T04:12:00,205.021
2026-01-01T04:13:00,194.211
2026-01-01T04:14:00,197.230
2026-01-01T04:15:00,201.375
2026-01-01T04:16:00,200.059
2026-01-01T04:17:00,196.871
2026-01-01T04:18:00,197.897
2026-01-01T04:19:00,192.990
2026-01-01T04:20:00,793.018
2026-01-01T04:21:00,197.541
2026-01-01T04:22:00,199.594
2026-01-01T04:23:00,196.504
2026-01-01T04:24:00,200.672
2026-01-01T04:25:00,202.898
2026-01-01T04:26:00,199.531
2026-01-01T04:27:00,200.379
2026-01-01T04:28:00,199.247
2026-01-01T04:29:00,199.098
2026-01-01T04:30:00,196.276
2026-01-01T04:31:00,200.492
2026-01-01T04:32:00,198.901
2026-01-01T04:33:00,207.728
2026-01-01T04:34:00,205.714
2026-01-01T04:35:00,201.030
2026-01-01T04:36:00,196.500
2026-01-01T04:37:00,195.169
2026-01-01T04:38:00,204.449
2026-01-01T04:39:00,200.802
2026-01-01T04:40:00,201.738
2026-01-01T04:41:00,192.905
2026-01-01T04:42:00,203.660
2026-01-01T04:43:00,201.835
2026-01-01T04:44:00,195.642
2026-01-01T04:45:00,198.264
2026-01-01T04:46:00,201.272
2026-01-01T04:47:00,200.493
2026-01-01T04:48:00,199.181
2026-01-01T04:49:00,200.002
2026-01-01T04:50:00,199.474
2026-01-01T04:51:00,201.158
2026-01-01T04:52:00,206.499
2026-01-01T04:53:00,190.411
2026-01-01T04:54:00,199.795
2026-01-01T04:55:00,201.513
2026-01-01T04:56:00,202.055
2026-01-01T04:57:00,199.447
2026-01-01T04:58:00,193.971
2026-01-01T04:59:00,202.372
2026-01-01T05:00:00,208.032
2026-01-01T05:01:00,195.049
2026-01-01T05:02:00,204.700
2026-01-01T05:03:00,199.991
2026-01-01T05:04:00,201.120
2026-01-01T05:05:00,197.212
2026-01-01T05:06:00,200.145
2026-01-01T05:07:00,206.740
2026-01-01T05:08:00,203.927
2026-01-01T05:09:00,208.582
2026-01-01T05:10:00,206.418
2026-01-01T05:11:00,203.519
2026-01-01T05:12:00,208.792
2026-01-01T05:13:00,203.624
2026-01-01T05:14:00,977.585
2026-01-01T05:15:00,200.785
2026-01-01T05:16:00,202.287
2026-01-01T05:17:00,199.280
2026-01-01T05:18:00,206.076
2026-01-01T05:19:00,197.451
2026-01-01T05:20:00,205.339
2026-01-01T05:21:00,201.492
2026-01-01T05:22:00,206.983
2026-01-01T05:23:00,205.343
2026-01-01T05:24:00,209.664
2026-01-01T05:25:00,205.344
2026-01-01T05:26:00,196.172
2026-01-01T05:27:00,202.229
2026-01-01T05:28:00,197.846
2026-01-01T05:29:00,200.496
2026-01-01T05:30:00,208.647
2026-01-01T05:31:00,205.185
2026-01-01T05:32:00,199.871
2026-01-01T05:33:00,198.641
2026-01-01T05:34:00,202.856
2026-01-01T05:35:00,197.886
2026-01-01T05:36:00,200.093
2026-01-01T05:37:00,204.050
2026-01-01T05:38:00,207.447
2026-01-01T05:39:00,205.282
2026-01-01T05:40:00,193.702
2026-01-01T05:41:00,204.104
2026-01-01T05:42:00,203.192
2026-01-01T05:43:00,204.575
2026-01-01T05:44:00,209.399
2026-01-01T05:45:00,194.695
2026-01-01T05:46:00,200.595
2026-01-01T05:47:00,205.333
2026-01-01T05:48:00,196.652
2026-01-01T05:49:00,208.889
2026-01-01T05:50:00,204.465
2026-01-01T05:51:00,206.382
2026-01-01T05:52:00,200.715
2026-01-01T05:53:00,206.255
2026-01-01T05:54:00,207.274
2026-01-01T05:55:00,1073.459
2026-01-01T05:56:00,203.933
2026-01-01T05:57:00,204.072
2026-01-01T05:58:00,199.531
2026-01-01T05:59:00,202.387
2026-01-01T06:00:00,202.358
2026-01-01T06:01:00,204.491
2026-01-01T06:02:00,206.945
2026-01-01T06:03:00,198.698
2026-01-01T06:04:00,202.418
2026-01-01T06:05:00,208.827
2026-01-01T06:06:00,199.909
2026-01-01T06:07:00,199.576
2026-01-01T06:08:00,203.653
2026-01-01T06:09:00,206.200
2026-01-01T06:10:00,202.845
2026-01-01T06:11:00,208.090
2026-01-01T06:12:00,206.175
2026-01-01T06:13:00,206.088
2026-01-01T06:14:00,204.908
2026-01-01T06:15:00,211.972
2026-01-01T06:16:00,201.810
2026-01-01T06:17:00,194.584
2026-01-01T06:18:00,208.981
2026-01-01T06:19:00,200.698
2026-01-01T06:20:00,202.924
2026-01-01T06:21:00,207.693
2026-01-01T06:22:00,196.006
2026-01-01T06:23:00,197.369
2026-01-01T06:24:00,195.929
2026-01-01T06:25:00,199.115
2026-01-01T06:26:00,204.006
2026-01-01T06:27:00,204.300
2026-01-01T06:28:00,203.262
2026-01-01T06:29:00,196.459
2026-01-01T06:30:00,192.822
2026-01-01T06:31:00,202.231
2026-01-01T06:32:00,200.077
2026-01-01T06:33:00,203.750
2026-01-01T06:34:00,204.669
2026-01-01T06:35:00,202.361
2026-01-01T06:36:00,204.795
2026-01-01T06:37:00,202.617
2026-01-01T06:38:00,203.765
2026-01-01T06:39:00,198.770
2026-01-01T06:40:00,200.813
2026-01-01T06:41:00,202.261
2026-01-01T06:42:00,204.698
2026-01-01T06:43:00,199.782
2026-01-01T06:44:00,203.381
2026-01-01T06:45:00,200.173
2026-01-01T06:46:00,200.705
2026-01-01T06:47:00,204.432
2026-01-01T06:48:00,193.079
2026-01-01T06:49:00,195.803
2026-01-01T06:50:00,194.997
2026-01-01T06:51:00,191.528
2026-01-01T06:52:00,198.085
2026-01-01T06:53:00,203.731
2026-01-01T06:54:00,1052.123
2026-01-01T06:55:00,201.395
2026-01-01T06:56:00,204.895
2026-01-01T06:57:00,205.783
2026-01-01T06:58:00,200.130
2026-01-01T06:59:00,205.755
2026-01-01T07:00:00,200.642
2026-01-01T07:01:00,196.858
2026-01-01T07:02:00,197.763
2026-01-01T07:03:00,194.152
2026-01-01T07:04:00,196.455
2026-01-01T07:05:00,198.509
2026-01-01T07:06:00,203.089
2026-01-01T07:07:00,206.691
2026-01-01T07:08:00,194.213
2026-01-01T07:09:00,201.246
2026-01-01T07:10:00,195.447
2026-01-01T07:11:00,201.442
2026-01-01T07:12:00,198.953
2026-01-01T07:13:00,192.088
2026-01-01T07:14:00,203.059
2026-01-01T07:15:00,196.861
2026-01-01T07:16:00,197.081
2026-01-01T07:17:00,194.874
2026-01-01T07:18:00,196.472
2026-01-01T07:19:00,200.737
2026-01-01T07:20:00,198.206
2026-01-01T07:21:00,200.215
2026-01-01T07:22:00,200.286
2026-01-01T07:23:00,204.060
2026-01-01T07:24:00,197.346
2026-01-01T07:25:00,192.750
2026-01-01T07:26:00,202.867
2026-01-01T07:27:00,197.213
2026-01-01T07:28:00,202.940
2026-01-01T07:29:00,199.958
2026-01-01T07:30:00,197.843
2026-01-01T07:31:00,199.708
2026-01-01T07:32:00,206.062
2026-01-01T07:33:00,206.512
2026-01-01T07:34:00,198.428
2026-01-01T07:35:00,198.740
2026-01-01T07:36:00,202.353
2026-01-01T07:37:00,194.615
2026-01-01T07:38:00,199.281
2026-01-01T07:39:00,197.797
2026-01-01T07:40:00,199.109
2026-01-01T07:41:00,194.474
2026-01-01T07:42:00,191.404
2026-01-01T07:43:00,189.427
2026-01-01T07:44:00,193.206
2026-01-01T07:45:00,195.799
2026-01-01T07:46:00,196.421
2026-01-01T07:47:00,205.303
2026-01-01T07:48:00,201.940
2026-01-01T07:49:00,193.631
2026-01-01T07:50:00,198.835
2026-01-01T07:51:00,195.782
2026-01-01T07:52:00,196.239
2026-01-01T07:53:00,198.087
2026-01-01T07:54:00,199.792
2026-01-01T07:55:00,195.929
2026-01-01T07:56:00,201.513
2026-01-01T07:57:00,192.664
2026-01-01T07:58:00,197.232
2026-01-01T07:59:00,207.574
2026-01-01T08:00:00,198.053
2026-01-01T08:01:00,202.873
2026-01-01T08:02:00,197.487
2026-01-01T08:03:00,1055.696
2026-01-01T08:04:00,196.859
2026-01-01T08:05:00,196.389
2026-01-01T08:06:00,193.939
2026-01-01T08:07:00,198.766
2026-01-01T08:08:00,193.628
2026-01-01T08:09:00,199.687
2026-01-01T08:10:00,201.358
2026-01-01T08:11:00,198.477
2026-01-01T08:12:00,195.861
2026-01-01T08:13:00,198.818
2026-01-01T08:14:00,195.766
2026-01-01T08:15:00,200.742
2026-01-01T08:16:00,189.675
2026-01-01T08:17:00,195.661
2026-01-01T08:18:00,189.044
2026-01-01T08:19:00,191.033
2026-01-01T08:20:00,202.475
2026-01-01T08:21:00,200.609
2026-01-01T08:22:00,194.160
2026-01-01T08:23:00,191.040
2026-01-01T08:24:00,185.204
2026-01-01T08:25:00,194.903
2026-01-01T08:26:00,206.774
2026-01-01T08:27:00,198.849
2026-01-01T08:28:00,194.890
2026-01-01T08:29:00,199.008
2026-01-01T08:30:00,190.926
2026-01-01T08:31:00,196.003
2026-01-01T08:32:00,197.614
2026-01-01T08:33:00,196.898
2026-01-01T08:34:00,200.432
2026-01-01T08:35:00,198.676
2026-01-01T08:36:00,200.000
2026-01-01T08:37:00,194.604
2026-01-01T08:38:00,200.981
2026-01-01T08:39:00,203.939
2026-01-01T08:40:00,193.578
2026-01-01T08:41:00,193.943
2026-01-01T08:42:00,202.875
2026-01-01T08:43:00,196.805
2026-01-01T08:44:00,203.225
2026-01-01T08:45:00,195.880
2026-01-01T08:46:00,203.513
2026-01-01T08:47:00,198.262
2026-01-01T08:48:00,198.813
2026-01-01T08:49:00,204.084
2026-01-01T08:50:00,196.425
2026-01-01T08:51:00,194.155
2026-01-01T08:52:00,196.174
2026-01-01T08:53:00,199.827
2026-01-01T08:54:00,191.805
2026-01-01T08:55:00,200.669
2026-01-01T08:56:00,196.017
2026-01-01T08:57:00,202.816
2026-01-01T08:58:00,188.702
2026-01-01T08:59:00,195.188
2026-01-01T09:00:00,191.644
2026-01-01T09:01:00,195.142
2026-01-01T09:02:00,199.495
2026-01-01T09:03:00,197.846
2026-01-01T09:04:00,197.608
2026-01-01T09:05:00,198.044
2026-01-01T09:06:00,199.555
2026-01-01T09:07:00,194.768
2026-01-01T09:08:00,201.691
2026-01-01T09:09:00,201.576
2026-01-01T09:10:00,200.528
2026-01-01T09:11:00,201.277
2026-01-01T09:12:00,200.300
2026-01-01T09:13:00,207.318
2026-01-01T09:14:00,198.894
2026-01-01T09:15:00,198.079
2026-01-01T09:16:00,196.358
2026-01-01T09:17:00,195.309
2026-01-01T09:18:00,194.525
2026-01-01T09:19:00,196.014
2026-01-01T09:20:00,199.352
2026-01-01T09:21:00,847.298
2026-01-01T09:22:00,199.972
2026-01-01T09:23:00,196.772
2026-01-01T09:24:00,203.502
2026-01-01T09:25:00,202.925
2026-01-01T09:26:00,199.396
2026-01-01T09:27:00,197.489
2026-01-01T09:28:00,202.361
2026-01-01T09:29:00,200.986
2026-01-01T09:30:00,194.508
2026-01-01T09:31:00,200.095
2026-01-01T09:32:00,201.481
2026-01-01T09:33:00,196.900
2026-01-01T09:34:00,201.324
2026-01-01T09:35:00,194.810
2026-01-01T09:36:00,206.039
2026-01-01T09:37:00,205.751
2026-01-01T09:38:00,199.813
2026-01-01T09:39:00,202.341
2026-01-01T09:40:00,191.311
2026-01-01T09:41:00,196.388
2026-01-01T09:42:00,199.901
2026-01-01T09:43:00,196.850
2026-01-01T09:44:00,204.057
2026-01-01T09:45:00,209.250
2026-01-01T09:46:00,196.614
2026-01-01T09:47:00,198.030
2026-01-01T09:48:00,202.381
2026-01-01T09:49:00,207.942
2026-01-01T09:50:00,196.665
2026-01-01T09:51:00,202.607
2026-01-01T09:52:00,208.952
2026-01-01T09:53:00,195.115
2026-01-01T09:54:00,196.652
2026-01-01T09:55:00,200.135
2026-01-01T09:56:00,199.800
2026-01-01T09:57:00,205.184
2026-01-01T09:58:00,202.950
2026-01-01T09:59:00,194.933
2026-01-01T10:00:00,204.143
2026-01-01T10:01:00,199.819
2026-01-01T10:02:00,207.274
2026-01-01T10:03:00,1000.146
2026-01-01T10:04:00,199.719
2026-01-01T10:05:00,204.473
2026-01-01T10:06:00,205.402
2026-01-01T10:07:00,204.184
2026-01-01T10:08:00,195.689
2026-01-01T10:09:00,204.622
2026-01-01T10:10:00,198.370
2026-01-01T10:11:00,203.484
2026-01-01T10:12:00,196.883
2026-01-01T10:13:00,204.396
2026-01-01T10:14:00,199.417
2026-01-01T10:15:00,197.543
2026-01-01T10:16:00,205.559
2026-01-01T10:17:00,203.698
2026-01-01T10:18:00,200.303
2026-01-01T10:19:00,208.589
2026-01-01T10:20:00,201.046
2026-01-01T10:21:00,202.960
2026-01-01T10:22:00,203.928
2026-01-01T10:23:00,200.394
2026-01-01T10:24:00,204.775
2026-01-01T10:25:00,200.774
2026-01-01T10:26:00,201.277
2026-01-01T10:27:00,208.388
2026-01-01T10:28:00,198.788
2026-01-01T10:29:00,193.311
2026-01-01T10:30:00,209.416
2026-01-01T10:31:00,213.178
2026-01-01T10:32:00,201.366
2026-01-01T10:33:00,195.245
2026-01-01T10:34:00,201.755
2026-01-01T10:35:00,201.854
2026-01-01T10:36:00,202.240
2026-01-01T10:37:00,198.546
2026-01-01T10:38:00,205.316
2026-01-01T10:39:00,205.092
2026-01-01T10:40:00,197.012
2026-01-01T10:41:00,205.780
2026-01-01T10:42:00,211.186
2026-01-01T10:43:00,203.653
2026-01-01T10:44:00,201.605
2026-01-01T10:45:00,202.374
2026-01-01T10:46:00,205.390
2026-01-01T10:47:00,195.991
2026-01-01T10:48:00,203.555
2026-01-01T10:49:00,201.317
2026-01-01T10:50:00,210.251
2026-01-01T10:51:00,202.142
2026-01-01T10:52:00,779.044
2026-01-01T10:53:00,198.378
2026-01-01T10:54:00,205.117
2026-01-01T10:55:00,204.019
2026-01-01T10:56:00,199.237
2026-01-01T10:57:00,203.394
2026-01-01T10:58:00,207.504
2026-01-01T10:59:00,201.327
2026-01-01T11:00:00,195.821
2026-01-01T11:01:00,202.485
2026-01-01T11:02:00,198.910
2026-01-01T11:03:00,201.113
2026-01-01T11:04:00,202.118
2026-01-01T11:05:00,195.583
2026-01-01T11:06:00,195.902
2026-01-01T11:07:00,204.251
2026-01-01T11:08:00,200.190
2026-01-01T11:09:00,191.978
2026-01-01T11:10:00,205.331
2026-01-01T11:11:00,203.235
2026-01-01T11:12:00,199.243
2026-01-01T11:13:00,196.783
2026-01-01T11:14:00,205.344
2026-01-01T11:15:00,203.348
2026-01-01T11:16:00,211.430
2026-01-01T11:17:00,203.528
2026-01-01T11:18:00,203.346
2026-01-01T11:19:00,201.073
2026-01-01T11:20:00,204.953
2026-01-01T11:21:00,204.131
2026-01-01T11:22:00,206.581
2026-01-01T11:23:00,199.432
2026-01-01T11:24:00,199.718
2026-01-01T11:25:00,199.484
2026-01-01T11:26:00,204.505
2026-01-01T11:27:00,207.275
2026-01-01T11:28:00,199.385
2026-01-01T11:29:00,199.460
2026-01-01T11:30:00,202.354
2026-01-01T11:31:00,200.052
2026-01-01T11:32:00,204.781
2026-01-01T11:33:00,191.902
2026-01-01T11:34:00,197.539
2026-01-01T11:35:00,197.652
2026-01-01T11:36:00,191.435
2026-01-01T11:37:00,196.797
2026-01-01T11:38:00,196.926
2026-01-01T11:39:00,199.717
2026-01-01T11:40:00,204.907
2026-01-01T11:41:00,199.409
2026-01-01T11:42:00,196.200
2026-01-01T11:43:00,200.029
2026-01-01T11:44:00,204.387
2026-01-01T11:45:00,196.220
2026-01-01T11:46:00,196.415
2026-01-01T11:47:00,202.225
2026-01-01T11:48:00,199.038
2026-01-01T11:49:00,202.447
2026-01-01T11:50:00,199.736
2026-01-01T11:51:00,202.531
2026-01-01T11:52:00,195.518
2026-01-01T11:53:00,199.543
2026-01-01T11:54:00,198.683
2026-01-01T11:55:00,194.597
2026-01-01T11:56:00,193.141
2026-01-01T11:57:00,202.073
2026-01-01T11:58:00,197.861
2026-01-01T11:59:00,195.111
2026-01-01T12:00:00,198.752
2026-01-01T12:01:00,203.585
2026-01-01T12:02:00,189.887
2026-01-01T12:03:00,192.960
2026-01-01T12:04:00,195.193
2026-01-01T12:05:00,204.668
2026-01-01T12:06:00,199.892
2026-01-01T12:07:00,201.771
2026-01-01T12:08:00,194.081
2026-01-01T12:09:00,194.105
2026-01-01T12:10:00,200.316
2026-01-01T12:11:00,198.700
2026-01-01T12:12:00,200.605
2026-01-01T12:13:00,197.603
2026-01-01T12:14:00,199.411
2026-01-01T12:15:00,198.876
2026-01-01T12:16:00,201.301
2026-01-01T12:17:00,201.366
2026-01-01T12:18:00,191.606
2026-01-01T12:19:00,189.046
2026-01-01T12:20:00,201.992
2026-01-01T12:21:00,202.687
2026-01-01T12:22:00,193.806
2026-01-01T12:23:00,190.402
2026-01-01T12:24:00,198.192
2026-01-01T12:25:00,201.474
2026-01-01T12:26:00,204.898
2026-01-01T12:27:00,199.730
2026-01-01T12:28:00,196.137
2026-01-01T12:29:00,194.011
2026-01-01T12:30:00,197.590
2026-01-01T12:31:00,196.310
2026-01-01T12:32:00,193.410
2026-01-01T12:33:00,205.630
2026-01-01T12:34:00,204.542
2026-01-01T12:35:00,201.913
2026-01-01T12:36:00,193.654
2026-01-01T12:37:00,200.727
2026-01-01T12:38:00,199.837
2026-01-01T12:39:00,199.021
2026-01-01T12:40:00,202.224
2026-01-01T12:41:00,199.742
2026-01-01T12:42:00,200.137
2026-01-01T12:43:00,199.703
2026-01-01T12:44:00,198.498
2026-01-01T12:45:00,189.981
2026-01-01T12:46:00,197.433
2026-01-01T12:47:00,194.857
2026-01-01T12:48:00,191.948
2026-01-01T12:49:00,203.781
2026-01-01T12:50:00,203.958
2026-01-01T12:51:00,202.469
2026-01-01T12:52:00,198.044
2026-01-01T12:53:00,202.418
2026-01-01T12:54:00,197.058
2026-01-01T12:55:00,197.816
2026-01-01T12:56:00,192.628
2026-01-01T12:57:00,198.588
2026-01-01T12:58:00,197.242
2026-01-01T12:59:00,191.791
2026-01-01T13:00:00,196.800
2026-01-01T13:01:00,196.690
2026-01-01T13:02:00,204.205
2026-01-01T13:03:00,200.599
2026-01-01T13:04:00,197.077
2026-01-01T13:05:00,198.036
2026-01-01T13:06:00,197.230
2026-01-01T13:07:00,196.254
2026-01-01T13:08:00,192.751
2026-01-01T13:09:00,196.492
2026-01-01T13:10:00,194.130
2026-01-01T13:11:00,192.132
2026-01-01T13:12:00,199.198
2026-01-01T13:13:00,198.740
2026-01-01T13:14:00,190.052
2026-01-01T13:15:00,196.732
2026-01-01T13:16:00,201.232
2026-01-01T13:17:00,201.513
2026-01-01T13:18:00,201.408
2026-01-01T13:19:00,197.490
2026-01-01T13:20:00,193.986
2026-01-01T13:21:00,193.064
2026-01-01T13:22:00,198.811
2026-01-01T13:23:00,198.984
2026-01-01T13:24:00,202.653
2026-01-01T13:25:00,201.941
2026-01-01T13:26:00,197.051
2026-01-01T13:27:00,192.643
2026-01-01T13:28:00,196.385
2026-01-01T13:29:00,198.573
2026-01-01T13:30:00,196.939
2026-01-01T13:31:00,195.480
2026-01-01T13:32:00,198.849
2026-01-01T13:33:00,195.868
2026-01-01T13:34:00,195.420
2026-01-01T13:35:00,199.226
2026-01-01T13:36:00,196.422
2026-01-01T13:37:00,199.058
2026-01-01T13:38:00,199.226
2026-01-01T13:39:00,193.628
2026-01-01T13:40:00,196.314
